,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,country_id,league_id,stage,match_api_id,home_team_api_id,away_team_api_id,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak,date,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,HomeTeam,AwayTeam,FTR,id,country_id,league_id,season,stage,match_api_id,home_team_api_id,away_team_api_id,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,B365H,B365D,B365A,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak
240,67,38,41,61,68,39,41,46,1729,1729,29,1025747,8456,8455,4,0,0,1,4,1,1,1,1,0,2,1,1,2,2,1,0,9,4,2,3083,1729,1729,2011/2012,29,1025747,8456,8455,31432.0,30509.0,24208.0,30831.0,31291.0,30598.0,36615.0,37459.0,37412.0,26181.0,108808.0,30859.0,31306.0,23783.0,52133.0,38834.0,25923.0,32345.0,30631.0,79574.0,30853.0,41468.0,2014-09-19,manchestercity,chelsea,H,20.0,6.0,10.0,5.0,1.91,3.6,4.0,4,0,0,1
320,47,52,54,56,60,48,52,44,1729,1729,24,1229352,10260,8466,4,1,0,2,2,0,0,1,1,0,2,2,1,2,2,1,0,10,13,2,3411,1729,1729,2012/2013,24,1229352,10260,8466,182917.0,186137.0,165823.0,30865.0,32569.0,40961.0,34944.0,113836.0,30829.0,144993.0,30843.0,30974.0,157838.0,45418.0,72665.0,23823.0,46893.0,46008.0,35345.0,190872.0,109491.0,39225.0,2012-02-22,manchesterunited,southampton,H,11.0,21.0,7.0,10.0,1.25,6.5,14.0,4,1,0,2
180,67,58,44,60,56,43,50,52,1729,1729,37,840215,9825,10252,2,0,3,3,2,1,0,1,1,0,2,2,1,2,2,1,0,0,1,0,2789,1729,1729,2010/2011,37,840215,9825,10252,169718.0,26111.0,33812.0,26005.0,78513.0,23678.0,143793.0,31013.0,75489.0,3520.0,30843.0,30380.0,159833.0,24751.0,24211.0,30357.0,38609.0,78324.0,24780.0,30892.0,23949.0,23354.0,2012-02-22,arsenal,astonvilla,A,24.0,8.0,15.0,5.0,1.36,5.0,8.5,2,0,3,3
141,63,54,60,48,38,35,44,54,1729,1729,21,840064,8455,10252,3,1,1,1,5,0,1,1,1,0,2,2,1,2,2,1,0,4,1,1,2628,1729,1729,2010/2011,21,840064,8455,10252,30859.0,30856.0,184821.0,30627.0,38834.0,79574.0,30675.0,30631.0,37804.0,30822.0,30679.0,30380.0,33863.0,24751.0,24211.0,161414.0,30892.0,38609.0,24780.0,23264.0,23354.0,34466.0,2015-09-10,chelsea,astonvilla,D,15.0,16.0,10.0,10.0,1.25,5.5,13.0,3,1,1,1
272,60,61,56,44,58,41,38,53,1729,1729,1,1228229,9825,8472,3,0,1,2,4,0,0,1,1,0,2,2,1,2,2,1,0,0,14,1,3249,1729,1729,2012/2013,1,1228229,9825,8472,169718.0,214685.0,35606.0,26005.0,78513.0,27277.0,24011.0,37436.0,31013.0,32118.0,37950.0,37868.0,25075.0,33863.0,24150.0,30352.0,24157.0,35443.0,25150.0,160243.0,175947.0,33468.0,2014-09-19,arsenal,sunderland,D,14.0,3.0,4.0,2.0,1.4,4.5,8.5,3,0,1,2
56,67,36,41,34,44,39,41,46,1729,1729,26,659076,8668,8455,3,3,1,0,5,1,1,1,1,0,2,2,1,2,2,1,0,6,4,2,2297,1729,1729,2009/2010,26,659076,8668,8455,31465.0,30371.0,30839.0,24216.0,24846.0,30700.0,24011.0,24006.0,10491.0,30876.0,30735.0,30859.0,31306.0,30911.0,30627.0,38834.0,30631.0,32345.0,40825.0,37804.0,30822.0,30679.0,2015-09-10,everton,chelsea,H,7.0,14.0,5.0,5.0,5.0,3.6,1.73,3,3,1,0
485,65,40,65,65,70,45,45,65,1729,1729,7,1474241,8472,10260,0,1,2,1,1,0,0,1,1,0,2,1,0,2,2,1,0,14,10,0,3986,1729,1729,2013/2014,7,1474241,8472,10260,24064.0,128209.0,150833.0,24150.0,160243.0,25150.0,167634.0,144996.0,25075.0,24159.0,70297.0,182917.0,38994.0,186137.0,30865.0,32569.0,34944.0,160713.0,40945.0,30829.0,449241.0,30843.0,2011-02-22,sunderland,manchesterunited,A,6.0,13.0,2.0,6.0,6.0,4.0,1.65,0,1,2,1
593,36,34,39,44,38,42,44,54,1729,1729,7,1724042,10252,8456,1,0,0,1,3,0,0,1,1,0,2,2,0,2,2,1,0,1,9,0,4359,1729,1729,2014/2015,7,1724042,10252,8456,69650.0,32870.0,30890.0,139673.0,93484.0,160713.0,182223.0,78324.0,30352.0,184360.0,29581.0,31432.0,30509.0,39027.0,156551.0,16351.0,38807.0,36615.0,40196.0,37459.0,37412.0,15403.0,2013-09-20,astonvilla,manchestercity,A,6.0,27.0,1.0,7.0,7.5,4.5,1.5,1,0,0,1
591,65,50,45,55,50,35,45,65,1729,1729,6,1724033,8455,10252,3,2,2,0,1,0,0,1,1,0,2,2,1,2,2,1,0,4,1,2,4350,1729,1729,2014/2015,6,1724033,8455,10252,170323.0,31306.0,23783.0,30627.0,72541.0,30613.0,115067.0,94086.0,128864.0,107417.0,19243.0,69650.0,32870.0,30890.0,139673.0,93484.0,160713.0,78324.0,182223.0,184360.0,23264.0,30352.0,2011-02-22,chelsea,astonvilla,H,17.0,7.0,8.0,1.0,1.22,7.0,16.0,3,2,2,0
316,59,26,28,55,64,51,44,52,1729,1729,23,1229340,8455,9825,1,1,4,3,4,0,1,2,1,2,2,2,0,2,2,1,0,4,0,2,3399,1729,1729,2012/2013,23,1229340,8455,9825,30859.0,72541.0,23783.0,31306.0,38834.0,79574.0,30631.0,107417.0,41468.0,128864.0,30853.0,169718.0,26111.0,35606.0,26005.0,78513.0,27277.0,159594.0,31013.0,143793.0,37436.0,46469.0,2014-09-19,chelsea,arsenal,H,13.0,12.0,8.0,8.0,1.91,3.6,4.0,1,1,4,3
252,67,38,41,61,68,39,41,46,1729,1729,35,1025999,9825,8455,3,1,0,2,4,1,1,1,1,0,2,1,1,2,2,1,0,0,4,1,3149,1729,1729,2011/2012,35,1025999,9825,8455,169718.0,26111.0,46539.0,26005.0,78513.0,75489.0,23678.0,31013.0,31435.0,196386.0,30843.0,30859.0,25925.0,23783.0,30627.0,46010.0,30675.0,212470.0,30679.0,51553.0,30853.0,31906.0,2014-09-19,arsenal,chelsea,D,13.0,13.0,8.0,7.0,2.0,3.6,3.6,3,1,0,2
374,36,34,39,44,38,42,44,54,1729,1729,6,1228415,9879,8456,0,3,0,0,3,0,0,1,1,0,2,2,0,2,2,1,0,7,9,0,3592,1729,1729,2012/2013,6,1228415,9879,8456,30633.0,31290.0,23780.0,26777.0,24130.0,43247.0,23283.0,34574.0,38229.0,30496.0,71550.0,31432.0,30509.0,39027.0,213485.0,31291.0,41467.0,23782.0,37459.0,36615.0,37412.0,38817.0,2013-09-20,fulham,manchestercity,A,7.0,21.0,3.0,12.0,4.33,3.6,1.83,0,3,0,0
11,56,56,48,57,56,50,50,60,1729,1729,13,658796,10260,8668,0,0,0,0,2,0,0,1,1,0,2,2,1,2,2,1,0,10,6,2,2156,1729,1729,2009/2010,13,658796,10260,8668,30726.0,38994.0,30362.0,30865.0,32569.0,35327.0,24148.0,34944.0,24154.0,30619.0,30829.0,31465.0,30687.0,24004.0,24216.0,24846.0,46810.0,30839.0,109058.0,30876.0,39618.0,30735.0,2012-02-22,manchesterunited,everton,H,18.0,11.0,11.0,5.0,1.4,4.5,9.0,0,0,0,0
101,36,48,48,66,51,36,44,48,1729,1729,6,658626,10252,8462,2,1,3,0,1,0,0,1,1,0,2,2,1,2,2,1,0,1,11,2,2452,1729,1729,2009/2010,6,658626,10252,8462,30380.0,33863.0,24751.0,24211.0,24136.0,38807.0,38609.0,23283.0,23354.0,23264.0,26165.0,36286.0,38368.0,26108.0,23939.0,40987.0,23889.0,38704.0,24528.0,25421.0,27335.0,26347.0,2011-02-22,astonvilla,portsmouth,H,7.0,17.0,5.0,12.0,1.4,4.2,10.0,2,1,3,0
220,63,54,60,48,38,35,44,54,1729,1729,19,1025137,8455,10252,2,1,1,3,5,0,1,1,1,0,2,2,1,2,2,1,0,4,1,0,2971,1729,1729,2011/2012,19,1025137,8455,10252,30859.0,30856.0,52133.0,30627.0,38834.0,212470.0,25923.0,79574.0,51553.0,30822.0,41468.0,69650.0,33863.0,24751.0,24211.0,24136.0,38609.0,161414.0,139671.0,24213.0,29581.0,23264.0,2015-09-10,chelsea,astonvilla,A,16.0,12.0,5.0,9.0,1.29,5.0,13.0,2,1,1,3
530,70,60,70,65,75,65,65,50,1729,1729,21,1724186,8668,8456,3,3,1,0,1,1,0,1,1,1,2,1,0,2,2,1,0,6,9,1,4143,1729,1729,2014/2015,21,1724186,8668,8456,186054.0,77690.0,263653.0,23268.0,24846.0,212866.0,23782.0,32448.0,32705.0,215384.0,181276.0,31432.0,30509.0,30459.0,156551.0,31291.0,40196.0,101103.0,33991.0,37459.0,26181.0,92666.0,2011-02-22,everton,manchestercity,D,11.0,18.0,4.0,2.0,4.5,3.75,1.85,3,3,1,0
449,71,32,34,41,61,51,48,62,1729,1729,30,1475020,10260,8650,1,3,2,0,4,1,1,2,1,0,2,2,1,2,2,1,0,10,8,0,3864,1729,1729,2013/2014,30,1475020,10260,8650,182917.0,38994.0,30865.0,186137.0,32569.0,39618.0,34944.0,41468.0,30829.0,449241.0,30843.0,37868.0,34036.0,22764.0,25984.0,239856.0,156008.0,30618.0,47558.0,246575.0,51553.0,40636.0,2014-09-19,manchesterunited,liverpool,A,13.0,17.0,1.0,7.0,2.5,3.6,2.9,1,3,2,0
343,49,49,46,58,56,49,51,45,1729,1729,31,1229430,9825,9798,1,0,3,0,2,0,0,1,1,0,2,2,1,2,2,1,0,0,12,2,3489,1729,1729,2012/2013,31,1229430,9825,9798,30973.0,26111.0,35606.0,46539.0,38521.0,75489.0,24011.0,37950.0,31435.0,37436.0,46469.0,23793.0,33045.0,49709.0,23358.0,23282.0,104911.0,34194.0,113005.0,40565.0,24754.0,41244.0,2012-02-22,arsenal,reading,H,23.0,4.0,14.0,2.0,1.25,6.5,15.0,1,0,3,0
84,46,54,46,60,55,40,50,56,1729,1729,35,659168,8456,10260,3,1,1,1,2,0,0,1,1,0,2,2,1,2,2,1,0,9,10,0,2398,1729,1729,2009/2010,35,659168,8456,10260,24224.0,24209.0,39027.0,30831.0,30635.0,24159.0,30598.0,23782.0,33781.0,38817.0,30960.0,30726.0,30615.0,43248.0,30865.0,32569.0,35327.0,30373.0,24148.0,24156.0,24154.0,30829.0,2012-02-22,manchestercity,manchesterunited,A,8.0,13.0,5.0,3.0,2.88,3.5,2.4,3,1,1,1
127,30,29,41,55,39,64,54,52,1729,1729,17,839974,10260,9825,3,3,1,1,3,2,0,2,1,0,2,2,0,2,2,1,0,10,0,2,2569,1729,1729,2010/2011,17,839974,10260,9825,30726.0,32569.0,30620.0,30865.0,38994.0,40945.0,24148.0,34944.0,40961.0,30802.0,30829.0,169718.0,26111.0,46539.0,33812.0,31291.0,26181.0,31435.0,23678.0,143793.0,3520.0,25537.0,2013-09-20,manchesterunited,arsenal,H,14.0,11.0,10.0,6.0,2.0,3.4,3.8,3,3,1,1
352,25,32,41,34,30,57,57,52,1729,1729,34,1229461,9879,9825,0,3,2,1,2,2,0,2,1,0,2,0,0,2,2,1,0,7,0,0,3519,1729,1729,2012/2013,34,1229461,9879,9825,30633.0,22707.0,30890.0,26777.0,30352.0,30603.0,23283.0,118730.0,282274.0,38229.0,27430.0,169718.0,26111.0,35606.0,46539.0,38521.0,31435.0,24011.0,75489.0,31013.0,46469.0,37436.0,2012-02-22,fulham,arsenal,A,7.0,10.0,5.0,7.0,5.0,4.0,1.75,0,3,2,1
489,59,29,38,36,24,48,47,54,1729,1729,9,1474291,8455,8456,4,2,0,1,5,0,1,2,0,0,2,0,0,2,2,1,0,4,9,2,4000,1729,1729,2013/2014,9,1474291,8455,8456,30859.0,31306.0,23783.0,30627.0,38834.0,79574.0,30631.0,107417.0,128864.0,178812.0,30853.0,31432.0,30509.0,213485.0,30459.0,31291.0,41467.0,40196.0,26181.0,36615.0,37459.0,37412.0,2015-09-10,chelsea,manchestercity,H,12.0,15.0,4.0,6.0,2.38,3.4,3.2,4,2,0,1
518,43,40,39,33,63,52,58,59,1729,1729,17,1724148,8466,8668,2,1,1,1,5,0,1,1,1,0,0,2,1,2,2,1,0,13,6,2,4095,1729,1729,2014/2015,17,1724148,8466,8668,95336.0,160599.0,26552.0,72665.0,157838.0,502420.0,279490.0,23792.0,46010.0,41280.0,23293.0,31465.0,77690.0,23268.0,24216.0,24846.0,23782.0,212866.0,32705.0,33639.0,215384.0,181276.0,2015-09-10,southampton,everton,H,11.0,13.0,3.0,4.0,2.45,3.5,3.0,2,1,1,1
167,65,50,45,55,50,35,45,65,1729,1729,31,840157,8668,10252,4,0,0,2,1,0,0,1,1,0,2,2,1,2,2,1,0,6,1,1,2731,1729,1729,2010/2011,31,840157,8668,10252,31465.0,24023.0,23268.0,24216.0,24846.0,77690.0,30371.0,30839.0,24006.0,10491.0,31989.0,30380.0,159833.0,24211.0,24751.0,30357.0,30892.0,25572.0,24780.0,23354.0,23264.0,23949.0,2011-02-22,everton,astonvilla,D,14.0,7.0,7.0,5.0,1.83,3.6,4.33,4,0,0,2
473,46,54,49,72,56,42,41,56,1729,1729,38,1475116,8466,10260,1,1,2,1,4,0,1,1,1,0,1,2,1,2,2,1,0,13,10,1,3945,1729,1729,2013/2014,38,1475116,8466,10260,30974.0,157838.0,26552.0,114268.0,362694.0,46008.0,166676.0,46893.0,23792.0,37234.0,39225.0,182917.0,165823.0,30620.0,30865.0,32569.0,24148.0,144993.0,449241.0,41468.0,113836.0,30843.0,2014-09-19,southampton,manchesterunited,D,15.0,8.0,6.0,2.0,2.63,3.5,2.8,1,1,2,1
247,63,54,60,48,38,35,44,54,1729,1729,32,1025879,8650,10252,1,1,2,2,5,0,1,1,1,0,2,2,1,2,2,1,0,8,1,1,3122,1729,1729,2011/2012,32,1025879,8650,10252,39351.0,239856.0,30617.0,22764.0,37475.0,127130.0,30618.0,156008.0,37139.0,40636.0,30892.0,24224.0,32870.0,24751.0,139673.0,24136.0,94812.0,24213.0,110947.0,161415.0,34466.0,23264.0,2015-09-10,liverpool,astonvilla,D,21.0,5.0,5.0,3.0,1.44,4.33,7.5,1,1,2,2
266,60,61,56,44,58,41,38,53,1729,1729,8,1024563,9825,8472,2,0,1,2,4,0,0,1,1,0,2,2,1,2,2,1,0,0,14,2,3229,1729,1729,2011/2012,8,1024563,9825,8472,169718.0,214685.0,35606.0,46539.0,78513.0,23678.0,31435.0,24011.0,31013.0,30843.0,37950.0,37868.0,24150.0,34275.0,30362.0,30352.0,111930.0,40563.0,160243.0,25150.0,35443.0,33468.0,2014-09-19,arsenal,sunderland,H,20.0,8.0,11.0,4.0,1.44,4.33,7.5,2,0,1,2
572,61,42,39,59,48,52,58,60,1729,1729,35,1724322,10252,8668,0,1,3,0,4,0,1,1,1,0,2,2,1,2,2,1,0,1,6,2,4289,1729,1729,2014/2015,35,1724322,10252,8668,24224.0,183500.0,30602.0,257847.0,30352.0,160713.0,182223.0,312765.0,78324.0,29581.0,148315.0,31465.0,77690.0,263653.0,23268.0,24846.0,30895.0,101192.0,23782.0,26151.0,32705.0,181276.0,2014-09-19,astonvilla,everton,H,11.0,9.0,4.0,5.0,2.75,3.3,2.8,0,1,3,0
539,48,44,56,58,48,52,50,58,1729,1729,23,1724210,8472,8191,0,0,3,1,2,0,0,1,1,0,2,2,1,2,2,1,0,14,3,2,4167,1729,1729,2014/2015,23,1724210,8472,8191,103428.0,32579.0,188540.0,24150.0,180330.0,35443.0,113908.0,118929.0,24159.0,30348.0,169721.0,24155.0,191869.0,290410.0,23134.0,240538.0,32304.0,34437.0,25415.0,37240.0,107280.0,214426.0,2012-02-22,sunderland,burnley,H,8.0,13.0,3.0,4.0,2.25,3.3,3.6,0,0,3,1
384,60,50,40,45,60,55,55,50,1729,1729,10,1474327,9825,8650,2,2,1,3,1,0,0,1,1,0,2,2,1,2,2,1,0,0,8,2,3639,1729,1729,2013/2014,10,1474327,9825,8650,169718.0,26111.0,46539.0,35606.0,78513.0,24011.0,75489.0,31435.0,36378.0,37436.0,46469.0,37868.0,30831.0,22764.0,94043.0,239856.0,30618.0,95327.0,156008.0,93484.0,51553.0,40636.0,2011-02-22,arsenal,liverpool,H,12.0,12.0,7.0,4.0,2.3,3.5,3.3,2,2,1,3
346,46,54,46,60,55,40,50,56,1729,1729,31,1229436,8472,10260,2,5,1,0,2,0,0,1,1,0,2,2,1,2,2,1,0,14,10,0,3495,1729,1729,2012/2013,31,1229436,8472,10260,37868.0,36786.0,24150.0,24230.0,46353.0,24159.0,111801.0,25075.0,175947.0,33468.0,38759.0,182917.0,38994.0,165823.0,30865.0,118434.0,40961.0,34944.0,35327.0,144993.0,23354.0,30843.0,2012-02-22,sunderland,manchesterunited,A,9.0,10.0,4.0,6.0,6.0,4.0,1.65,2,5,1,0
376,52,48,39,54,59,29,30,39,1729,1729,7,1229167,8466,9879,4,0,0,2,5,0,1,1,1,0,2,2,1,0,0,1,0,13,7,1,3603,1729,1729,2012/2013,7,1229167,8466,9879,278285.0,23069.0,72665.0,26552.0,23823.0,35345.0,46893.0,23792.0,37234.0,39225.0,109491.0,30633.0,31290.0,23780.0,26777.0,24130.0,23283.0,43247.0,34574.0,38229.0,282274.0,71550.0,2015-09-10,southampton,fulham,D,13.0,14.0,6.0,5.0,2.75,3.3,2.6,4,0,0,2
491,50,55,45,55,40,45,35,50,1729,1729,9,1474307,8466,9879,2,2,2,1,1,0,0,1,1,0,2,2,1,2,2,1,0,13,7,2,4005,1729,1729,2013/2014,9,1474307,8466,9879,30974.0,157838.0,26552.0,114268.0,362694.0,46893.0,166676.0,279490.0,37234.0,109491.0,39225.0,30841.0,31290.0,37604.0,30890.0,30352.0,23283.0,24223.0,38229.0,27430.0,197514.0,23949.0,2011-02-22,southampton,fulham,H,20.0,1.0,6.0,0.0,1.62,4.0,6.5,2,2,2,1
179,60,50,40,45,60,55,55,50,1729,1729,36,840212,9879,8650,1,2,3,1,1,0,0,1,1,0,2,2,1,2,2,1,0,7,8,0,2786,1729,1729,2010/2011,36,840212,9879,8650,30633.0,43247.0,23780.0,26777.0,34479.0,24020.0,30338.0,33074.0,23283.0,30956.0,41008.0,30660.0,34036.0,30617.0,22764.0,239856.0,33632.0,95331.0,95327.0,25923.0,40636.0,37139.0,2011-02-22,fulham,liverpool,A,10.0,16.0,7.0,11.0,2.88,3.25,2.5,1,2,3,1
348,59,29,32,49,62,42,44,54,1729,1729,32,1229442,10260,8456,5,2,0,1,4,0,1,2,1,2,2,2,1,2,2,1,0,10,9,0,3501,1729,1729,2012/2013,32,1229442,10260,8456,182917.0,38994.0,30620.0,186137.0,32569.0,34944.0,24154.0,113836.0,30829.0,23354.0,30843.0,31432.0,30509.0,213485.0,39027.0,31291.0,23782.0,36615.0,38807.0,37459.0,26181.0,38817.0,2014-09-19,manchesterunited,manchestercity,A,16.0,9.0,7.0,5.0,2.3,3.5,3.3,5,2,0,1
298,60,61,56,44,58,41,38,53,1729,1729,17,1229275,10260,8472,3,1,1,1,4,0,0,1,1,0,2,2,1,2,2,1,0,10,14,2,3331,1729,1729,2012/2013,17,1229275,10260,8472,182917.0,186137.0,30620.0,165823.0,32569.0,35327.0,160713.0,34944.0,23354.0,30829.0,30843.0,37868.0,33863.0,24230.0,24150.0,160243.0,24159.0,35443.0,25075.0,175947.0,33468.0,32627.0,2014-09-19,manchesterunited,sunderland,H,15.0,13.0,6.0,10.0,1.2,6.5,15.0,3,1,1,1
579,66,30,30,45,35,30,40,50,1729,1729,37,1724344,10260,9825,4,3,0,1,0,0,0,2,0,2,2,2,0,0,2,1,0,10,0,1,4311,1729,1729,2014/2015,37,1724344,10260,9825,182917.0,35327.0,165823.0,186137.0,161035.0,161012.0,41468.0,164676.0,39618.0,23354.0,22543.0,50065.0,427438.0,35606.0,46539.0,38521.0,159594.0,37436.0,75489.0,36378.0,50047.0,46469.0,2010-02-22,manchesterunited,arsenal,D,12.0,5.0,4.0,3.0,2.45,3.5,3.0,4,3,0,1
418,66,30,30,45,35,30,40,50,1729,1729,21,1474906,10252,9825,0,2,1,1,0,0,0,2,0,2,2,2,0,0,2,1,0,1,0,0,3759,1729,1729,2013/2014,21,1474906,10252,9825,69650.0,183715.0,30602.0,139673.0,161414.0,202553.0,26539.0,182223.0,78324.0,148315.0,23264.0,169718.0,26111.0,46539.0,35606.0,38521.0,143793.0,23688.0,385437.0,36378.0,37436.0,46469.0,2010-02-22,astonvilla,arsenal,A,11.0,8.0,5.0,4.0,6.0,4.2,1.62,0,2,1,1
540,46,41,46,61,63,42,43,46,1729,1729,24,1724212,10252,8455,0,2,4,2,3,0,0,1,1,0,2,2,1,2,2,1,0,1,4,0,4169,1729,1729,2014/2015,24,1724212,10252,8455,69650.0,32870.0,257847.0,161414.0,93484.0,160713.0,78324.0,182223.0,358289.0,23264.0,184360.0,170323.0,31306.0,23783.0,30627.0,72541.0,79574.0,115067.0,94086.0,128864.0,107417.0,30822.0,2013-09-20,astonvilla,chelsea,A,8.0,12.0,1.0,5.0,10.0,5.25,1.36,0,2,4,2
275,43,40,39,33,63,52,58,59,1729,1729,10,1229196,9879,8668,2,1,2,1,5,0,1,1,1,0,0,2,1,2,2,1,0,7,6,1,3259,1729,1729,2012/2013,10,1229196,9879,8668,30633.0,31290.0,23780.0,26777.0,24130.0,34574.0,37259.0,43247.0,282274.0,27430.0,38229.0,31465.0,77690.0,30839.0,23268.0,24846.0,26151.0,30371.0,24006.0,36012.0,39618.0,8922.0,2015-09-10,fulham,everton,D,8.0,26.0,5.0,15.0,2.75,3.4,2.5,2,1,2,1
286,59,29,32,49,62,42,44,54,1729,1729,13,1229230,8455,8456,2,2,2,1,4,0,1,2,1,2,2,2,1,2,2,1,0,4,9,1,3290,1729,1729,2012/2013,13,1229230,8455,8456,30859.0,72541.0,31306.0,52133.0,38834.0,79574.0,32345.0,128864.0,41468.0,107417.0,30853.0,31432.0,30509.0,213485.0,39027.0,16351.0,23782.0,36615.0,38807.0,37412.0,37459.0,15403.0,2014-09-19,chelsea,manchestercity,D,5.0,11.0,1.0,7.0,2.5,3.5,2.7,2,2,2,1
55,46,54,49,72,56,42,41,56,1729,1729,26,659075,10252,10260,0,2,1,0,4,0,1,1,1,0,1,2,1,2,2,1,0,1,10,1,2296,1729,1729,2009/2010,26,659075,10252,10260,30380.0,33863.0,24751.0,24211.0,30357.0,23354.0,38609.0,38807.0,78324.0,30892.0,23264.0,30726.0,38994.0,30362.0,43248.0,32569.0,24148.0,34944.0,30373.0,40945.0,30829.0,24154.0,2014-09-19,astonvilla,manchesterunited,D,10.0,12.0,6.0,6.0,4.2,3.5,1.91,0,2,1,0
467,67,38,41,61,68,39,41,46,1729,1729,36,1475090,8650,8455,5,3,0,0,4,1,1,1,1,0,2,1,1,2,2,1,0,8,4,0,3922,1729,1729,2013/2014,36,1475090,8650,8455,37868.0,34036.0,22764.0,94043.0,239856.0,95327.0,30618.0,47558.0,246575.0,40636.0,184536.0,30633.0,72541.0,31306.0,201934.0,38834.0,32345.0,115067.0,292462.0,30631.0,178812.0,35411.0,2014-09-19,liverpool,chelsea,A,26.0,11.0,8.0,4.0,1.67,4.2,5.25,5,3,0,0
165,52,48,39,54,59,29,30,39,1729,1729,30,840149,8668,9879,4,0,0,3,5,0,1,1,1,0,2,2,1,0,0,1,0,6,7,2,2723,1729,1729,2010/2011,30,840149,8668,9879,31465.0,24023.0,23268.0,24216.0,24846.0,77690.0,109058.0,30371.0,24006.0,30876.0,30735.0,30633.0,43247.0,23780.0,26777.0,34479.0,34574.0,30338.0,25253.0,30956.0,31907.0,41008.0,2015-09-10,everton,fulham,H,16.0,12.0,12.0,6.0,2.0,3.25,4.0,4,0,0,3
521,43,51,59,50,55,47,45,49,1729,1729,19,1724162,10252,8472,1,3,3,1,5,0,1,1,1,0,2,2,1,2,2,1,0,1,14,1,4109,1729,1729,2014/2015,19,1724162,10252,8472,69650.0,32870.0,30602.0,161414.0,93484.0,78324.0,56972.0,160713.0,184360.0,148315.0,29581.0,103428.0,188540.0,24150.0,30362.0,22964.0,113908.0,24159.0,35443.0,118929.0,169721.0,32627.0,2015-09-10,astonvilla,sunderland,D,14.0,15.0,3.0,3.0,2.35,3.3,3.4,1,3,3,1
351,60,50,40,45,60,55,55,50,1729,1729,33,1229457,9798,8650,1,1,1,2,1,0,0,1,1,0,2,2,1,2,2,1,0,12,8,1,3515,1729,1729,2012/2013,33,1229457,9798,8650,119079.0,38067.0,117545.0,23358.0,33045.0,115980.0,104911.0,40565.0,24754.0,33692.0,41244.0,30660.0,34036.0,30617.0,25984.0,37475.0,30618.0,95327.0,156008.0,51553.0,40636.0,184536.0,2011-02-22,reading,liverpool,D,7.0,26.0,5.0,15.0,8.0,4.75,1.45,1,1,1,2
464,55,55,55,65,55,45,55,65,1729,1729,35,1475077,8455,8472,5,1,0,1,1,0,0,1,1,0,2,2,1,2,2,1,0,4,14,0,3911,1729,1729,2013/2014,35,1475077,8455,8472,30633.0,31306.0,23783.0,30627.0,72541.0,79574.0,115067.0,94086.0,128864.0,292462.0,33639.0,37233.0,188540.0,30362.0,24150.0,196169.0,25150.0,24159.0,35443.0,160243.0,184822.0,169721.0,2011-02-22,chelsea,sunderland,A,31.0,7.0,15.0,3.0,1.18,7.0,13.0,5,1,0,1
424,43,40,39,33,63,52,58,59,1729,1729,23,1474936,8650,8668,2,1,2,3,5,0,1,1,1,0,0,2,1,2,2,1,0,8,6,2,3781,1729,1729,2013/2014,23,1474936,8650,8668,37868.0,239856.0,30831.0,22764.0,93484.0,30618.0,156008.0,246575.0,51553.0,184536.0,40636.0,31465.0,263653.0,11736.0,23268.0,24846.0,101192.0,23782.0,26151.0,215384.0,36012.0,181276.0,2015-09-10,liverpool,everton,H,20.0,18.0,9.0,4.0,1.83,3.9,4.5,2,1,2,3
397,58,62,48,59,32,41,44,59,1729,1729,15,1474503,9825,8668,3,1,0,2,3,0,0,1,1,0,2,0,1,2,2,1,0,0,6,1,3689,1729,1729,2013/2014,15,1474503,9825,8668,169718.0,214685.0,35606.0,46539.0,78513.0,75489.0,24011.0,143793.0,36378.0,37436.0,46469.0,31465.0,77690.0,23268.0,24216.0,193859.0,101192.0,23782.0,26151.0,215384.0,36012.0,181276.0,2013-09-20,arsenal,everton,D,11.0,12.0,5.0,4.0,1.7,3.8,5.75,3,1,0,2
16,60,50,60,60,80,35,55,50,1729,1729,15,658813,8456,8455,0,1,2,0,1,0,0,1,0,0,2,1,0,2,2,1,0,9,4,2,2173,1729,1729,2009/2010,15,658813,8456,8455,24224.0,24208.0,30831.0,33086.0,30635.0,30598.0,23782.0,30367.0,38817.0,33974.0,30960.0,30859.0,31306.0,30911.0,30627.0,38834.0,30699.0,30675.0,30631.0,30686.0,30822.0,37804.0,2011-02-22,manchestercity,chelsea,H,13.0,10.0,8.0,6.0,4.2,3.4,1.91,0,1,2,0
