,HomeTeam,AwayTeam
9697,scpaderborn07,scfreiburg
9698,fcschalke04,1.fckoln
9699,bayer04leverkusen,borussiamonchengladbach
9700,vflwolfsburg,scpaderborn07
9701,1.fsvmainz05,vfbstuttgart
9702,fcaugsburg,fcbayernmunich
9703,tsg1899hoffenheim,eintrachtfrankfurt
9704,herthabscberlin,borussiadortmund
9705,svwerderbremen,hannover96
9706,scfreiburg,hamburgersv
9707,fcbayernmunich,scfreiburg
9708,borussiadortmund,vflwolfsburg
9709,borussiamonchengladbach,svwerderbremen
9710,tsg1899hoffenheim,bayer04leverkusen
9711,hannover96,fcaugsburg
9712,eintrachtfrankfurt,herthabscberlin
9713,hamburgersv,vfbstuttgart
9714,1.fckoln,1.fsvmainz05
9715,scpaderborn07,fcschalke04
9716,fcschalke04,hamburgersv
9717,bayer04leverkusen,eintrachtfrankfurt
9718,vflwolfsburg,1.fckoln
9719,1.fsvmainz05,fcbayernmunich
9720,fcaugsburg,borussiamonchengladbach
9721,herthabscberlin,tsg1899hoffenheim
9722,svwerderbremen,borussiadortmund
9723,scfreiburg,hannover96
9724,vfbstuttgart,scpaderborn07
9725,fcschalke04,hannover96
9726,bayer04leverkusen,borussiadortmund
9727,vflwolfsburg,fcbayernmunich
9728,1.fsvmainz05,scpaderborn07
9729,fcaugsburg,tsg1899hoffenheim
9730,svwerderbremen,herthabscberlin
9731,scfreiburg,eintrachtfrankfurt
9732,vfbstuttgart,borussiamonchengladbach
9733,hamburgersv,1.fckoln
9734,fcbayernmunich,fcschalke04
9735,borussiadortmund,fcaugsburg
9736,borussiamonchengladbach,scfreiburg
9737,tsg1899hoffenheim,svwerderbremen
9738,hannover96,1.fsvmainz05
9739,herthabscberlin,bayer04leverkusen
9740,eintrachtfrankfurt,vflwolfsburg
9741,1.fckoln,vfbstuttgart
9742,scpaderborn07,hamburgersv
9743,fcschalke04,fcbayernmunich
9744,bayer04leverkusen,herthabscberlin
9745,vflwolfsburg,eintrachtfrankfurt
9746,1.fsvmainz05,hannover96
9747,fcaugsburg,borussiadortmund
9748,svwerderbremen,tsg1899hoffenheim
9749,scfreiburg,borussiamonchengladbach
9750,vfbstuttgart,1.fckoln
9751,hamburgersv,scpaderborn07
9752,fcschalke04,borussiamonchengladbach
9753,vflwolfsburg,tsg1899hoffenheim
9754,1.fsvmainz05,herthabscberlin
9755,fcaugsburg,eintrachtfrankfurt
9756,svwerderbremen,bayer04leverkusen
9757,scfreiburg,borussiadortmund
9758,vfbstuttgart,fcbayernmunich
9759,hamburgersv,hannover96
9760,1.fckoln,scpaderborn07
9761,fcbayernmunich,hamburgersv
9762,borussiadortmund,1.fsvmainz05
9763,bayer04leverkusen,vflwolfsburg
9764,borussiamonchengladbach,1.fckoln
9765,tsg1899hoffenheim,vfbstuttgart
9766,hannover96,scpaderborn07
9767,herthabscberlin,scfreiburg
9768,svwerderbremen,fcaugsburg
9769,eintrachtfrankfurt,fcschalke04
9770,fcschalke04,svwerderbremen
9771,vflwolfsburg,herthabscberlin
9772,1.fsvmainz05,eintrachtfrankfurt
9773,fcaugsburg,bayer04leverkusen
9774,scfreiburg,tsg1899hoffenheim
9775,vfbstuttgart,borussiadortmund
9776,hamburgersv,borussiamonchengladbach
9777,1.fckoln,hannover96
9778,scpaderborn07,fcbayernmunich
9779,fcbayernmunich,1.fckoln
9780,borussiadortmund,fcschalke04
9781,bayer04leverkusen,scfreiburg
9782,borussiamonchengladbach,scpaderborn07
9783,tsg1899hoffenheim,1.fsvmainz05
9784,hannover96,vfbstuttgart
9785,herthabscberlin,fcaugsburg
9786,svwerderbremen,vflwolfsburg
9787,eintrachtfrankfurt,hamburgersv
9788,fcschalke04,tsg1899hoffenheim
9789,1.fsvmainz05,borussiamonchengladbach
9790,fcaugsburg,vflwolfsburg
9791,hannover96,fcbayernmunich
9792,scfreiburg,svwerderbremen
9793,vfbstuttgart,herthabscberlin
9794,hamburgersv,borussiadortmund
9795,1.fckoln,eintrachtfrankfurt
9796,scpaderborn07,bayer04leverkusen
9797,borussiadortmund,1.fckoln
9798,bayer04leverkusen,vfbstuttgart
9799,vflwolfsburg,scfreiburg
9800,borussiamonchengladbach,hannover96
9801,fcaugsburg,1.fsvmainz05
9802,tsg1899hoffenheim,hamburgersv
9803,herthabscberlin,fcschalke04
9804,svwerderbremen,fcbayernmunich
9805,eintrachtfrankfurt,scpaderborn07
9806,fcbayernmunich,borussiamonchengladbach
9807,fcschalke04,bayer04leverkusen
9808,1.fsvmainz05,vflwolfsburg
9809,hannover96,borussiadortmund
9810,scfreiburg,fcaugsburg
9811,vfbstuttgart,eintrachtfrankfurt
9812,hamburgersv,herthabscberlin
9813,1.fckoln,svwerderbremen
9814,scpaderborn07,tsg1899hoffenheim
9815,borussiadortmund,fcbayernmunich
9816,bayer04leverkusen,hamburgersv
9817,vflwolfsburg,vfbstuttgart
9818,fcaugsburg,fcschalke04
9819,tsg1899hoffenheim,borussiamonchengladbach
9820,herthabscberlin,scpaderborn07
9821,svwerderbremen,1.fsvmainz05
9822,eintrachtfrankfurt,hannover96
9823,scfreiburg,1.fckoln
9824,fcbayernmunich,eintrachtfrankfurt
9825,fcschalke04,scfreiburg
9826,borussiamonchengladbach,borussiadortmund
9827,1.fsvmainz05,bayer04leverkusen
9828,hannover96,herthabscberlin
9829,vfbstuttgart,svwerderbremen
9830,hamburgersv,vflwolfsburg
9831,1.fckoln,tsg1899hoffenheim
9832,scpaderborn07,fcaugsburg
9833,borussiadortmund,scpaderborn07
9834,bayer04leverkusen,hannover96
9835,vflwolfsburg,fcschalke04
9836,fcaugsburg,vfbstuttgart
9837,tsg1899hoffenheim,fcbayernmunich
9838,herthabscberlin,1.fckoln
9839,svwerderbremen,hamburgersv
9840,eintrachtfrankfurt,borussiamonchengladbach
9841,scfreiburg,1.fsvmainz05
9842,fcbayernmunich,vfbstuttgart
9843,borussiadortmund,scfreiburg
9844,bayer04leverkusen,svwerderbremen
9845,borussiamonchengladbach,fcschalke04
9846,tsg1899hoffenheim,vflwolfsburg
9847,hannover96,hamburgersv
9848,herthabscberlin,1.fsvmainz05
9849,eintrachtfrankfurt,fcaugsburg
9850,scpaderborn07,1.fckoln
9851,fcbayernmunich,herthabscberlin
9852,borussiadortmund,eintrachtfrankfurt
9853,borussiamonchengladbach,vflwolfsburg
9854,1.fsvmainz05,fcschalke04
9855,hannover96,tsg1899hoffenheim
9856,vfbstuttgart,scfreiburg
9857,hamburgersv,fcaugsburg
9858,1.fckoln,bayer04leverkusen
9859,scpaderborn07,svwerderbremen
9860,fcschalke04,vfbstuttgart
9861,bayer04leverkusen,fcbayernmunich
9862,vflwolfsburg,hannover96
9863,1.fsvmainz05,hamburgersv
9864,fcaugsburg,1.fckoln
9865,tsg1899hoffenheim,borussiadortmund
9866,herthabscberlin,borussiamonchengladbach
9867,svwerderbremen,eintrachtfrankfurt
9868,scfreiburg,scpaderborn07
9869,fcbayernmunich,fcaugsburg
9870,borussiadortmund,herthabscberlin
9871,borussiamonchengladbach,bayer04leverkusen
9872,hannover96,svwerderbremen
9873,eintrachtfrankfurt,tsg1899hoffenheim
9874,vfbstuttgart,1.fsvmainz05
9875,hamburgersv,scfreiburg
9876,1.fckoln,fcschalke04
9877,scpaderborn07,vflwolfsburg
9878,fcschalke04,scpaderborn07
9879,bayer04leverkusen,tsg1899hoffenheim
9880,vflwolfsburg,borussiadortmund
9881,1.fsvmainz05,1.fckoln
9882,fcaugsburg,hannover96
9883,herthabscberlin,eintrachtfrankfurt
9884,svwerderbremen,borussiamonchengladbach
9885,scfreiburg,fcbayernmunich
9886,vfbstuttgart,hamburgersv
9887,fcbayernmunich,1.fsvmainz05
9888,borussiadortmund,svwerderbremen
9889,borussiamonchengladbach,fcaugsburg
9890,tsg1899hoffenheim,herthabscberlin
9891,hannover96,scfreiburg
9892,eintrachtfrankfurt,bayer04leverkusen
9893,hamburgersv,fcschalke04
9894,1.fckoln,vflwolfsburg
9895,scpaderborn07,vfbstuttgart
9896,fcschalke04,eintrachtfrankfurt
9897,vflwolfsburg,bayer04leverkusen
9898,1.fsvmainz05,borussiadortmund
9899,fcaugsburg,svwerderbremen
9900,scfreiburg,herthabscberlin
9901,vfbstuttgart,tsg1899hoffenheim
9902,hamburgersv,fcbayernmunich
9903,1.fckoln,borussiamonchengladbach
9904,scpaderborn07,hannover96
9905,fcbayernmunich,scpaderborn07
9906,borussiadortmund,vfbstuttgart
9907,bayer04leverkusen,fcaugsburg
9908,borussiamonchengladbach,hamburgersv
9909,tsg1899hoffenheim,scfreiburg
9910,hannover96,1.fckoln
9911,herthabscberlin,vflwolfsburg
9912,svwerderbremen,fcschalke04
9913,eintrachtfrankfurt,1.fsvmainz05
9914,fcschalke04,borussiadortmund
9915,vflwolfsburg,svwerderbremen
9916,1.fsvmainz05,tsg1899hoffenheim
9917,fcaugsburg,herthabscberlin
9918,scfreiburg,bayer04leverkusen
9919,vfbstuttgart,hannover96
9920,hamburgersv,eintrachtfrankfurt
9921,1.fckoln,fcbayernmunich
9922,scpaderborn07,borussiamonchengladbach
9923,fcbayernmunich,hannover96
9924,borussiadortmund,hamburgersv
9925,bayer04leverkusen,scpaderborn07
9926,vflwolfsburg,fcaugsburg
9927,borussiamonchengladbach,1.fsvmainz05
9928,tsg1899hoffenheim,fcschalke04
9929,herthabscberlin,vfbstuttgart
9930,svwerderbremen,scfreiburg
9931,eintrachtfrankfurt,1.fckoln
9932,fcbayernmunich,svwerderbremen
9933,fcschalke04,herthabscberlin
9934,1.fsvmainz05,fcaugsburg
9935,hannover96,borussiamonchengladbach
9936,scfreiburg,vflwolfsburg
9937,vfbstuttgart,bayer04leverkusen
9938,hamburgersv,tsg1899hoffenheim
9939,1.fckoln,borussiadortmund
9940,scpaderborn07,eintrachtfrankfurt
9941,borussiadortmund,hannover96
9942,bayer04leverkusen,fcschalke04
9943,vflwolfsburg,1.fsvmainz05
9944,borussiamonchengladbach,fcbayernmunich
9945,fcaugsburg,scfreiburg
9946,tsg1899hoffenheim,scpaderborn07
9947,herthabscberlin,hamburgersv
9948,svwerderbremen,1.fckoln
9949,eintrachtfrankfurt,vfbstuttgart
9950,fcbayernmunich,hamburgersv
9951,borussiadortmund,borussiamonchengladbach
9952,bayer04leverkusen,tsg1899hoffenheim
9953,vflwolfsburg,eintrachtfrankfurt
9954,vfbstuttgart,1.fckoln
9955,fcaugsburg,herthabscberlin
9956,svwerderbremen,fcschalke04
9957,1.fsvmainz05,fcingolstadt04
9958,svdarmstadt98,hannover96
9959,fcbayernmunich,1.fckoln
9960,borussiadortmund,fcaugsburg
9961,bayer04leverkusen,vfbstuttgart
9962,borussiamonchengladbach,fcschalke04
9963,hannover96,eintrachtfrankfurt
9964,tsg1899hoffenheim,hamburgersv
9965,1.fsvmainz05,svwerderbremen
9966,fcingolstadt04,herthabscberlin
9967,svdarmstadt98,vflwolfsburg
9968,fcschalke04,fcingolstadt04
9969,vflwolfsburg,bayer04leverkusen
9970,hamburgersv,hannover96
9971,vfbstuttgart,svdarmstadt98
9972,fcaugsburg,1.fsvmainz05
9973,svwerderbremen,borussiadortmund
9974,eintrachtfrankfurt,fcbayernmunich
9975,1.fckoln,tsg1899hoffenheim
9976,herthabscberlin,borussiamonchengladbach
9977,fcbayernmunich,vfbstuttgart
9978,borussiadortmund,fcschalke04
9979,bayer04leverkusen,1.fckoln
9980,borussiamonchengladbach,fcingolstadt04
9981,fcaugsburg,svwerderbremen
9982,hannover96,herthabscberlin
9983,tsg1899hoffenheim,eintrachtfrankfurt
9984,1.fsvmainz05,vflwolfsburg
9985,svdarmstadt98,hamburgersv
9986,fcschalke04,fcbayernmunich
9987,borussiamonchengladbach,hannover96
9988,vflwolfsburg,svwerderbremen
9989,hamburgersv,borussiadortmund
9990,vfbstuttgart,fcaugsburg
9991,eintrachtfrankfurt,bayer04leverkusen
9992,1.fckoln,1.fsvmainz05
9993,herthabscberlin,tsg1899hoffenheim
9994,fcingolstadt04,svdarmstadt98
9995,fcbayernmunich,herthabscberlin
9996,borussiadortmund,vfbstuttgart
9997,bayer04leverkusen,fcschalke04
9998,fcaugsburg,vflwolfsburg
9999,svwerderbremen,hamburgersv
10000,hannover96,fcingolstadt04
10001,tsg1899hoffenheim,borussiamonchengladbach
10002,1.fsvmainz05,eintrachtfrankfurt
10003,svdarmstadt98,1.fckoln
10004,fcschalke04,hannover96
10005,borussiamonchengladbach,fcbayernmunich
10006,vflwolfsburg,borussiadortmund
10007,hamburgersv,1.fsvmainz05
10008,vfbstuttgart,svwerderbremen
10009,eintrachtfrankfurt,svdarmstadt98
10010,1.fckoln,fcaugsburg
10011,herthabscberlin,bayer04leverkusen
10012,fcingolstadt04,tsg1899hoffenheim
10013,fcbayernmunich,fcingolstadt04
10014,borussiadortmund,eintrachtfrankfurt
10015,bayer04leverkusen,borussiamonchengladbach
10016,vflwolfsburg,hamburgersv
10017,fcaugsburg,fcschalke04
10018,svwerderbremen,1.fckoln
10019,tsg1899hoffenheim,hannover96
10020,1.fsvmainz05,vfbstuttgart
10021,svdarmstadt98,herthabscberlin
10022,fcschalke04,tsg1899hoffenheim
10023,borussiamonchengladbach,svdarmstadt98
10024,hamburgersv,fcaugsburg
10025,vfbstuttgart,vflwolfsburg
10026,eintrachtfrankfurt,svwerderbremen
10027,1.fckoln,borussiadortmund
10028,hannover96,fcbayernmunich
10029,herthabscberlin,1.fsvmainz05
10030,fcingolstadt04,bayer04leverkusen
10031,fcschalke04,svwerderbremen
10032,borussiamonchengladbach,borussiadortmund
10033,hamburgersv,fcbayernmunich
10034,eintrachtfrankfurt,vflwolfsburg
10035,1.fckoln,vfbstuttgart
10036,hannover96,svdarmstadt98
10037,herthabscberlin,fcaugsburg
10038,tsg1899hoffenheim,bayer04leverkusen
10039,fcingolstadt04,1.fsvmainz05
10040,fcbayernmunich,tsg1899hoffenheim
10041,borussiadortmund,fcingolstadt04
10042,bayer04leverkusen,hannover96
10043,vflwolfsburg,1.fckoln
10044,vfbstuttgart,hamburgersv
10045,fcaugsburg,eintrachtfrankfurt
10046,svwerderbremen,herthabscberlin
10047,1.fsvmainz05,borussiamonchengladbach
10048,svdarmstadt98,fcschalke04
10049,fcschalke04,svdarmstadt98
10050,borussiamonchengladbach,1.fsvmainz05
10051,hamburgersv,vfbstuttgart
10052,eintrachtfrankfurt,fcaugsburg
10053,1.fckoln,vflwolfsburg
10054,hannover96,bayer04leverkusen
10055,herthabscberlin,svwerderbremen
10056,tsg1899hoffenheim,fcbayernmunich
10057,fcingolstadt04,borussiadortmund
10058,fcschalke04,vflwolfsburg
10059,bayer04leverkusen,fcbayernmunich
10060,borussiamonchengladbach,svwerderbremen
10061,hamburgersv,1.fckoln
10062,eintrachtfrankfurt,vfbstuttgart
10063,hannover96,1.fsvmainz05
10064,herthabscberlin,borussiadortmund
10065,tsg1899hoffenheim,svdarmstadt98
10066,fcingolstadt04,fcaugsburg
10067,borussiadortmund,hannover96
10068,vflwolfsburg,fcingolstadt04
10069,hamburgersv,borussiamonchengladbach
10070,vfbstuttgart,herthabscberlin
10071,fcaugsburg,fcbayernmunich
10072,svwerderbremen,tsg1899hoffenheim
10073,1.fckoln,eintrachtfrankfurt
10074,1.fsvmainz05,fcschalke04
10075,svdarmstadt98,bayer04leverkusen
10076,fcbayernmunich,svdarmstadt98
10077,fcschalke04,vfbstuttgart
10078,bayer04leverkusen,borussiadortmund
10079,borussiamonchengladbach,1.fckoln
10080,eintrachtfrankfurt,hamburgersv
10081,hannover96,fcaugsburg
10082,herthabscberlin,vflwolfsburg
10083,tsg1899hoffenheim,1.fsvmainz05
10084,fcingolstadt04,svwerderbremen
10085,borussiadortmund,tsg1899hoffenheim
10086,vflwolfsburg,fcbayernmunich
10087,hamburgersv,fcingolstadt04
10088,vfbstuttgart,hannover96
10089,fcaugsburg,borussiamonchengladbach
10090,svwerderbremen,svdarmstadt98
10091,eintrachtfrankfurt,fcschalke04
10092,1.fckoln,herthabscberlin
10093,1.fsvmainz05,bayer04leverkusen
10094,fcbayernmunich,1.fsvmainz05
10095,fcschalke04,hamburgersv
10096,bayer04leverkusen,svwerderbremen
10097,borussiamonchengladbach,vfbstuttgart
10098,hannover96,vflwolfsburg
10099,herthabscberlin,eintrachtfrankfurt
10100,tsg1899hoffenheim,fcaugsburg
10101,fcingolstadt04,1.fckoln
10102,svdarmstadt98,borussiadortmund
10103,borussiadortmund,fcbayernmunich
10104,vflwolfsburg,borussiamonchengladbach
10105,hamburgersv,herthabscberlin
10106,vfbstuttgart,tsg1899hoffenheim
10107,fcaugsburg,bayer04leverkusen
10108,svwerderbremen,hannover96
10109,eintrachtfrankfurt,fcingolstadt04
10110,1.fckoln,fcschalke04
10111,1.fsvmainz05,svdarmstadt98
10112,fcbayernmunich,svwerderbremen
10113,borussiadortmund,1.fsvmainz05
10114,bayer04leverkusen,hamburgersv
10115,borussiamonchengladbach,eintrachtfrankfurt
10116,hannover96,1.fckoln
10117,herthabscberlin,fcschalke04
10118,tsg1899hoffenheim,vflwolfsburg
10119,fcingolstadt04,vfbstuttgart
10120,svdarmstadt98,fcaugsburg
10121,fcschalke04,borussiamonchengladbach
10122,vflwolfsburg,svdarmstadt98
10123,hamburgersv,tsg1899hoffenheim
10124,vfbstuttgart,bayer04leverkusen
10125,fcaugsburg,borussiadortmund
10126,svwerderbremen,1.fsvmainz05
10127,eintrachtfrankfurt,hannover96
10128,1.fckoln,fcbayernmunich
10129,herthabscberlin,fcingolstadt04
10130,fcbayernmunich,eintrachtfrankfurt
10131,borussiadortmund,svwerderbremen
10132,bayer04leverkusen,vflwolfsburg
10133,borussiamonchengladbach,herthabscberlin
10134,hannover96,hamburgersv
10135,tsg1899hoffenheim,1.fckoln
10136,1.fsvmainz05,fcaugsburg
10137,fcingolstadt04,fcschalke04
10138,svdarmstadt98,vfbstuttgart
10139,fcschalke04,borussiadortmund
10140,vflwolfsburg,1.fsvmainz05
10141,hamburgersv,svdarmstadt98
10142,vfbstuttgart,fcbayernmunich
10143,svwerderbremen,fcaugsburg
10144,eintrachtfrankfurt,tsg1899hoffenheim
10145,1.fckoln,bayer04leverkusen
10146,herthabscberlin,hannover96
10147,fcingolstadt04,borussiamonchengladbach
10148,fcbayernmunich,bayer04leverkusen
10149,borussiadortmund,herthabscberlin
10150,vflwolfsburg,fcschalke04
10151,vfbstuttgart,eintrachtfrankfurt
10152,fcaugsburg,fcingolstadt04
10153,svwerderbremen,borussiamonchengladbach
10154,1.fckoln,hamburgersv
10155,1.fsvmainz05,hannover96
10156,svdarmstadt98,tsg1899hoffenheim
10157,fcbayernmunich,fcschalke04
10158,borussiadortmund,hamburgersv
10159,bayer04leverkusen,eintrachtfrankfurt
10160,fcaugsburg,vfbstuttgart
10161,svwerderbremen,vflwolfsburg
10162,hannover96,borussiamonchengladbach
10163,tsg1899hoffenheim,herthabscberlin
10164,1.fsvmainz05,1.fckoln
10165,svdarmstadt98,fcingolstadt04
10166,fcschalke04,bayer04leverkusen
10167,borussiamonchengladbach,tsg1899hoffenheim
10168,vflwolfsburg,fcaugsburg
10169,hamburgersv,svwerderbremen
10170,vfbstuttgart,borussiadortmund
10171,eintrachtfrankfurt,1.fsvmainz05
10172,1.fckoln,svdarmstadt98
10173,herthabscberlin,fcbayernmunich
10174,fcingolstadt04,hannover96
10175,fcbayernmunich,borussiamonchengladbach
10176,borussiadortmund,vflwolfsburg
10177,bayer04leverkusen,herthabscberlin
10178,fcaugsburg,1.fckoln
10179,svwerderbremen,vfbstuttgart
10180,hannover96,fcschalke04
10181,tsg1899hoffenheim,fcingolstadt04
10182,1.fsvmainz05,hamburgersv
10183,svdarmstadt98,eintrachtfrankfurt
10184,fcschalke04,fcaugsburg
10185,borussiamonchengladbach,bayer04leverkusen
10186,hamburgersv,vflwolfsburg
10187,vfbstuttgart,1.fsvmainz05
10188,eintrachtfrankfurt,borussiadortmund
10189,1.fckoln,svwerderbremen
10190,hannover96,tsg1899hoffenheim
10191,herthabscberlin,svdarmstadt98
10192,fcingolstadt04,fcbayernmunich
10193,fcbayernmunich,hannover96
10194,borussiadortmund,1.fckoln
10195,bayer04leverkusen,fcingolstadt04
10196,vflwolfsburg,vfbstuttgart
10197,fcaugsburg,hamburgersv
10198,svwerderbremen,eintrachtfrankfurt
10199,tsg1899hoffenheim,fcschalke04
10200,1.fsvmainz05,herthabscberlin
10201,svdarmstadt98,borussiamonchengladbach
10202,fcbayernmunich,fcaugsburg
10203,fcschalke04,1.fsvmainz05
10204,bayer04leverkusen,svdarmstadt98
10205,borussiamonchengladbach,hamburgersv
10206,eintrachtfrankfurt,1.fckoln
10207,hannover96,borussiadortmund
10208,herthabscberlin,vfbstuttgart
10209,tsg1899hoffenheim,svwerderbremen
10210,fcingolstadt04,vflwolfsburg
10211,borussiadortmund,bayer04leverkusen
10212,vflwolfsburg,herthabscberlin
10213,hamburgersv,eintrachtfrankfurt
10214,vfbstuttgart,fcschalke04
10215,fcaugsburg,hannover96
10216,svwerderbremen,fcingolstadt04
10217,1.fckoln,borussiamonchengladbach
10218,1.fsvmainz05,tsg1899hoffenheim
10219,svdarmstadt98,fcbayernmunich
10220,fcbayernmunich,vflwolfsburg
10221,fcschalke04,eintrachtfrankfurt
10222,bayer04leverkusen,1.fsvmainz05
10223,borussiamonchengladbach,fcaugsburg
10224,hannover96,vfbstuttgart
10225,herthabscberlin,1.fckoln
10226,tsg1899hoffenheim,borussiadortmund
10227,fcingolstadt04,hamburgersv
10228,svdarmstadt98,svwerderbremen
10229,borussiadortmund,svdarmstadt98
10230,vflwolfsburg,hannover96
10231,hamburgersv,fcschalke04
10232,vfbstuttgart,borussiamonchengladbach
10233,fcaugsburg,tsg1899hoffenheim
10234,svwerderbremen,bayer04leverkusen
10235,eintrachtfrankfurt,herthabscberlin
10236,1.fckoln,fcingolstadt04
10237,1.fsvmainz05,fcbayernmunich
10238,fcbayernmunich,borussiadortmund
10239,fcschalke04,1.fckoln
10240,bayer04leverkusen,fcaugsburg
10241,borussiamonchengladbach,vflwolfsburg
10242,hannover96,svwerderbremen
10243,herthabscberlin,hamburgersv
10244,tsg1899hoffenheim,vfbstuttgart
10245,fcingolstadt04,eintrachtfrankfurt
10246,svdarmstadt98,1.fsvmainz05
10247,fcschalke04,herthabscberlin
10248,vflwolfsburg,tsg1899hoffenheim
10249,hamburgersv,bayer04leverkusen
10250,vfbstuttgart,fcingolstadt04
10251,fcaugsburg,svdarmstadt98
10252,svwerderbremen,fcbayernmunich
10253,eintrachtfrankfurt,borussiamonchengladbach
10254,1.fckoln,hannover96
10255,1.fsvmainz05,borussiadortmund
10256,atalanta,siena
10257,cagliari,lazio
10258,catania,genoa
10259,chievoverona,reggiocalabria
10260,fiorentina,juventus
10261,milan,bologna
10262,roma,napoli
10263,sampdoria,inter
10264,torino,lecce
10265,udinese,palermo
10266,udinese,genoa
10267,siena,fiorentina
10268,sampdoria,torino
10269,reggiocalabria,inter
10270,palermo,chievoverona
10271,milan,napoli
10272,lazio,catania
10273,juventus,roma
10274,cagliari,bologna
10275,atalanta,lecce
10276,bologna,roma
10277,torino,palermo
10278,napoli,sampdoria
10279,lecce,milan
10280,lazio,siena
10281,inter,udinese
10282,genoa,reggiocalabria
10283,fiorentina,atalanta
10284,chievoverona,juventus
10285,catania,cagliari
10286,palermo,inter
10287,roma,lazio
10288,sampdoria,lecce
10289,siena,bologna
10290,udinese,reggiocalabria
10291,milan,chievoverona
10292,catania,torino
10293,juventus,genoa
10294,cagliari,fiorentina
10295,atalanta,napoli
10296,fiorentina,udinese
10297,sampdoria,catania
10298,napoli,cagliari
10299,lecce,roma
10300,lazio,genoa
10301,inter,juventus
10302,chievoverona,siena
10303,reggiocalabria,atalanta
10304,bologna,palermo
10305,torino,milan
10306,udinese,chievoverona
10307,genoa,bologna
10308,inter,napoli
10309,juventus,reggiocalabria
10310,palermo,milan
10311,roma,fiorentina
10312,siena,torino
10313,cagliari,sampdoria
10314,catania,lecce
10315,atalanta,lazio
10316,chievoverona,roma
10317,atalanta,udinese
10318,reggiocalabria,bologna
10319,cagliari,palermo
10320,torino,fiorentina
10321,sampdoria,genoa
10322,lazio,inter
10323,milan,catania
10324,lecce,juventus
10325,napoli,siena
10326,palermo,siena
10327,fiorentina,catania
10328,bologna,torino
10329,juventus,milan
10330,roma,cagliari
10331,udinese,lazio
10332,napoli,lecce
10333,genoa,atalanta
10334,reggiocalabria,sampdoria
10335,inter,chievoverona
10336,milan,udinese
10337,atalanta,juventus
10338,siena,inter
10339,lazio,palermo
10340,torino,napoli
10341,cagliari,reggiocalabria
10342,catania,roma
10343,chievoverona,genoa
10344,sampdoria,fiorentina
10345,lecce,bologna
10346,palermo,atalanta
10347,reggiocalabria,lazio
10348,roma,milan
10349,udinese,sampdoria
10350,napoli,catania
10351,inter,cagliari
10352,bologna,chievoverona
10353,juventus,siena
10354,fiorentina,lecce
10355,genoa,torino
10356,milan,fiorentina
10357,torino,roma
10358,sampdoria,palermo
10359,siena,reggiocalabria
10360,lecce,genoa
10361,lazio,juventus
10362,chievoverona,napoli
10363,catania,bologna
10364,cagliari,udinese
10365,atalanta,inter
10366,bologna,atalanta
10367,siena,cagliari
10368,reggiocalabria,torino
10369,palermo,roma
10370,napoli,fiorentina
10371,lecce,chievoverona
10372,lazio,sampdoria
10373,juventus,udinese
10374,inter,catania
10375,genoa,milan
10376,genoa,catania
10377,siena,atalanta
10378,lazio,cagliari
10379,reggiocalabria,chievoverona
10380,juventus,fiorentina
10381,bologna,milan
10382,napoli,roma
10383,inter,sampdoria
10384,lecce,torino
10385,palermo,udinese
10386,roma,palermo
10387,fiorentina,napoli
10388,chievoverona,lecce
10389,torino,reggiocalabria
10390,sampdoria,lazio
10391,udinese,juventus
10392,catania,inter
10393,milan,genoa
10394,atalanta,bologna
10395,cagliari,siena
10396,bologna,fiorentina
10397,napoli,udinese
10398,reggiocalabria,roma
10399,genoa,palermo
10400,inter,torino
10401,lazio,milan
10402,juventus,cagliari
10403,atalanta,catania
10404,siena,lecce
10405,chievoverona,sampdoria
10406,sampdoria,siena
10407,palermo,napoli
10408,roma,genoa
10409,cagliari,atalanta
10410,milan,reggiocalabria
10411,fiorentina,lazio
10412,udinese,bologna
10413,catania,juventus
10414,lecce,inter
10415,torino,chievoverona
10416,atalanta,roma
10417,juventus,sampdoria
10418,siena,udinese
10419,lazio,torino
10420,genoa,fiorentina
10421,chievoverona,catania
10422,napoli,bologna
10423,reggiocalabria,palermo
10424,inter,milan
10425,cagliari,lecce
10426,napoli,genoa
10427,roma,siena
10428,torino,udinese
10429,sampdoria,atalanta
10430,bologna,inter
10431,fiorentina,chievoverona
10432,palermo,juventus
10433,lecce,lazio
10434,milan,cagliari
10435,catania,reggiocalabria
10436,atalanta,chievoverona
10437,udinese,lecce
10438,siena,genoa
10439,sampdoria,milan
10440,lazio,bologna
10441,juventus,napoli
10442,reggiocalabria,fiorentina
10443,inter,roma
10444,cagliari,torino
10445,palermo,catania
10446,bologna,sampdoria
10447,roma,udinese
10448,catania,siena
10449,lecce,reggiocalabria
10450,fiorentina,palermo
10451,napoli,lazio
10452,torino,juventus
10453,genoa,inter
10454,chievoverona,cagliari
10455,milan,atalanta
10456,cagliari,genoa
10457,udinese,catania
10458,palermo,lecce
10459,juventus,bologna
10460,siena,milan
10461,reggiocalabria,napoli
10462,sampdoria,roma
10463,atalanta,torino
10464,lazio,chievoverona
10465,inter,fiorentina
10466,chievoverona,palermo
10467,inter,reggiocalabria
10468,napoli,milan
10469,catania,lazio
10470,genoa,udinese
10471,bologna,cagliari
10472,fiorentina,siena
10473,lecce,atalanta
10474,torino,sampdoria
10475,roma,juventus
10476,udinese,napoli
10477,torino,inter
