,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,date,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,home_team_goal,away_team_goal
0,-6,35,30,25,10,10,30,-10,0,0,0,-1,1,-2,-1,0,1,2,-1,0,0,1,6
1,7,1,-9,6,-1,10,12,5,0,0,-1,0,0,0,0,0,0,2,2,0,0,0,1
2,28,1,-15,-10,6,-3,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3,10,-10,-15,0,20,5,20,5,0,1,0,1,0,-1,0,-1,0,0,0,0,0,2,2
4,-10,5,5,10,-20,-10,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5,-11,-2,4,-3,0,7,0,8,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1
6,-18,-21,-17,-15,-10,-6,-6,-4,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,3
7,21,-16,-8,-11,12,-3,0,-10,0,1,0,0,0,0,1,-1,0,0,0,0,0,1,0
8,-16,21,31,6,9,-4,1,-3,0,0,0,-1,0,-2,0,0,1,0,0,0,0,1,0
9,0,6,5,0,20,35,0,40,0,0,0,0,0,1,0,-1,1,2,0,2,0,1,1
10,-10,-10,-30,-20,-15,-10,-10,0,0,-1,0,0,0,-1,0,1,1,0,0,0,0,2,2
11,-10,-2,-2,3,-1,-10,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
12,22,24,-6,-21,19,0,2,-12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
13,-10,10,5,18,-13,1,10,-2,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2
14,-8,-6,-13,10,2,12,3,6,0,-1,0,1,0,2,0,0,-1,0,0,0,0,0,3
15,0,5,0,0,-15,-25,0,-30,0,0,0,-1,0,0,0,1,0,0,0,-1,0,2,0
16,10,10,10,5,-5,30,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1
17,-19,-17,-6,-10,-5,-9,-15,2,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0
18,-17,-21,-6,13,3,10,8,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
19,1,4,7,-3,5,2,-2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,7,15,6,-10,0,0,8,9,0,0,0,-1,0,-2,0,0,1,0,0,0,0,1,2
21,10,-5,-4,0,25,-10,-10,-5,0,1,0,0,-1,0,0,-1,-1,-2,1,0,0,3,3
22,-14,-3,4,13,15,-21,21,16,0,0,0,0,0,0,-1,0,0,-2,0,0,0,1,1
23,0,4,0,12,3,4,3,8,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2
24,24,26,15,4,9,-16,-4,6,0,-2,0,-1,0,0,0,0,1,0,0,0,0,1,1
25,8,-19,-8,14,15,0,1,2,0,1,1,0,0,0,0,-1,0,0,0,0,0,2,1
26,-7,12,15,13,7,-12,-12,-17,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0
27,10,-10,-15,0,15,10,-15,10,0,1,0,1,0,-1,0,-1,0,0,1,0,0,4,3
28,-15,15,-20,-10,-30,0,-10,-15,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0
29,11,6,-4,15,3,-3,3,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,1
30,-33,-30,-11,0,5,25,13,-2,0,2,0,1,0,0,0,0,-1,0,0,0,0,3,0
31,-7,23,15,-17,-10,2,-3,7,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1,3
32,16,23,23,13,7,9,9,2,0,0,-1,-1,0,1,0,0,0,0,0,0,0,1,0
33,10,-5,-5,0,25,5,-15,5,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,2
34,-39,8,8,21,-14,-14,4,3,0,-1,0,0,1,0,0,0,1,0,0,0,0,1,4
35,8,12,-8,-1,8,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36,-6,-8,-3,5,4,3,4,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
37,-5,40,29,7,-5,-12,-6,-10,0,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,1
38,-7,-9,-10,7,6,-10,-10,-5,0,0,1,0,0,0,0,0,0,-2,-2,0,0,1,0
39,6,-35,-30,-25,-10,-10,-30,10,0,0,0,1,-1,2,1,0,-1,-2,1,0,0,2,2
40,29,-12,16,-3,15,21,-11,-1,0,0,0,0,0,0,1,-1,-1,2,0,0,0,3,0
41,11,1,8,19,8,0,-10,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
42,-11,-25,-10,30,-9,-5,-9,-3,0,0,0,0,0,0,2,1,0,0,0,0,0,7,2
43,1,-19,-17,15,-10,11,20,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
44,4,24,32,4,-8,-16,0,2,0,0,0,-1,0,-2,0,0,1,0,0,0,0,0,0
45,0,-10,-15,0,15,5,-15,5,0,0,0,1,0,-1,0,-1,0,0,1,0,0,2,0
46,-15,5,0,0,-10,10,-10,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
47,-12,-1,1,13,3,-8,-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
48,-16,-9,-5,-13,2,15,5,-4,0,2,0,1,0,0,1,0,-1,0,0,0,0,1,3
49,-13,-3,0,25,3,3,1,12,0,0,1,0,0,0,-1,0,0,0,0,0,0,5,0
50,8,6,13,-10,-2,-12,-3,-6,0,1,0,-1,0,-2,0,0,1,0,0,0,0,2,0
51,-10,-30,-10,-10,25,0,-10,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,1,0
52,15,-10,0,0,5,-5,-15,-5,0,1,0,0,-1,0,0,0,-1,0,0,0,0,1,0
53,0,1,-18,4,6,-14,-12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
54,11,-4,-16,16,-16,2,-1,-5,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1
55,20,18,14,-24,0,-3,1,-4,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,1
56,-24,4,-2,-1,19,13,17,13,0,-1,0,0,0,0,-2,0,0,0,0,0,0,2,1
57,-10,20,15,0,-20,0,20,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,3,1
58,20,-15,-15,-20,10,5,-15,-20,0,1,0,0,-1,0,0,0,-1,0,0,0,0,2,0
59,20,25,5,10,0,5,-5,5,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0
60,29,-2,-4,-13,-5,11,-11,-1,0,0,0,0,0,0,1,0,0,2,0,0,0,5,2
61,19,17,6,10,5,9,15,-2,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0
62,10,7,7,17,25,0,-1,-8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4
63,-11,17,23,12,5,15,17,14,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,2
64,-8,21,8,13,9,0,-1,-2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,5
65,10,-11,-5,0,-5,-5,0,-5,0,1,0,1,0,-1,0,0,-1,-2,0,-1,0,1,1
66,39,-12,-9,-23,10,26,-16,-21,0,1,0,0,-1,0,1,0,-1,2,0,0,0,3,1
67,0,-31,-21,8,11,12,4,8,0,0,1,1,0,2,0,0,-1,0,0,0,0,4,1
68,5,-40,-29,-7,5,12,6,10,0,1,1,2,0,0,0,0,0,0,0,0,0,1,3
69,-15,12,-2,20,15,-10,-11,-7,0,-1,0,0,0,0,0,0,0,-2,-2,0,0,0,2
70,10,0,10,0,25,25,0,30,0,1,0,0,0,1,0,-1,0,0,0,1,0,1,0
71,-15,-5,-15,0,-20,-20,-10,15,0,-1,0,0,0,-1,0,1,1,0,0,0,0,1,1
72,-2,9,8,-2,1,2,12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
73,-29,-18,2,-13,-2,10,1,17,0,-1,0,0,0,0,0,0,0,0,0,0,0,4,1
74,-7,27,26,-8,-8,-13,-16,-15,0,0,0,-1,0,-2,0,0,0,-2,-2,0,0,1,2
75,-28,-1,15,10,-6,3,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
76,-10,-35,-20,-10,15,5,-10,5,0,0,0,1,0,-1,1,-1,0,0,1,0,0,3,0
77,-5,0,15,5,30,0,10,-15,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,7,1
78,-14,9,-9,15,10,-20,-12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
79,18,21,17,15,10,6,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
80,19,-24,-24,0,7,22,20,23,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0
81,20,14,21,15,-25,-17,-14,-5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2
82,-10,5,0,0,-15,-30,0,-35,0,-1,0,-1,0,0,0,1,0,0,0,-1,0,2,1
83,-29,-2,3,11,1,1,-1,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
84,-1,1,-6,-22,-7,10,10,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
85,6,13,-1,3,-27,2,5,2,0,0,0,0,0,0,0,-2,0,0,0,0,0,2,1
86,-23,42,38,18,-3,3,9,-4,0,-1,-1,-2,0,1,0,0,0,0,0,0,0,0,4
87,0,1,-10,8,22,3,-3,-2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0
88,-10,25,25,0,-10,-5,20,-5,0,-1,0,-1,0,1,0,0,1,0,-1,0,0,0,1
89,5,10,25,10,25,30,20,-15,0,1,0,0,0,1,0,-1,-1,0,0,0,0,3,1
90,0,15,-7,28,8,-10,-14,16,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2
91,-10,0,8,12,-24,-8,-7,15,0,-1,0,0,0,0,0,-2,0,0,0,0,0,1,0
92,7,-30,-30,14,10,22,16,13,0,0,0,1,0,2,0,0,-1,2,2,0,0,4,0
93,-21,14,21,0,-6,3,9,4,0,0,0,-1,0,-2,0,0,1,0,0,0,0,2,1
94,10,-11,-5,0,0,-10,35,-10,0,1,0,1,0,-1,0,0,-1,-2,-1,-1,0,2,0
95,-34,-12,-22,1,-24,-29,-21,-2,0,-1,0,0,0,-1,0,1,1,0,0,0,0,0,1
96,12,1,-1,-13,-3,8,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
97,-15,-11,-14,-25,6,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
98,0,3,4,-6,-2,-9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2
99,9,8,0,21,-4,-23,-28,-20,0,0,0,0,0,0,2,0,0,-2,-2,0,0,2,1
100,0,-15,-10,0,-5,-5,-5,-5,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,3
101,29,2,-3,-11,-1,-1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
102,-19,-18,12,-14,-11,5,-3,-2,0,-1,0,0,0,0,1,0,0,0,0,0,0,3,1
103,10,0,-8,-12,24,8,7,-15,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1
104,-7,30,30,-14,-10,-22,-16,-13,0,0,0,-1,0,-2,0,0,1,-2,-2,0,0,0,1
105,-5,-7,-10,-6,-15,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
106,20,25,6,10,0,-10,0,-5,0,1,0,0,-1,0,-1,0,-1,-2,0,0,0,2,0
107,-5,-10,-25,-10,-25,-30,-20,15,0,-1,0,0,0,-1,0,1,1,0,0,0,0,1,1
108,7,13,-11,15,11,-17,-12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
109,18,22,14,-3,18,-12,0,-12,0,0,0,0,0,0,-2,-1,0,0,0,0,0,1,0
110,12,6,6,-14,-3,0,4,10,0,1,0,0,0,-2,0,0,1,0,0,0,0,1,1
111,-1,9,-7,0,2,12,11,15,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0
112,-10,11,5,0,0,10,-35,10,0,-1,0,-1,0,1,0,0,1,2,1,1,0,1,1
113,10,-20,10,-40,10,-10,-15,-15,0,1,0,1,0,0,-1,0,0,0,0,0,0,2,2
114,22,6,-16,2,-2,-6,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
115,-10,-4,-7,-24,1,-7,-5,-2,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
116,15,-18,-17,20,14,10,13,7,0,1,0,0,0,0,0,-1,0,2,2,0,0,1,0
117,25,10,11,4,-2,-19,-9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
118,-6,35,30,25,10,10,30,-10,0,0,0,-1,1,-2,-1,0,1,2,-1,0,0,1,2
119,5,-5,5,-5,25,-10,0,-15,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,3
120,11,6,-4,15,3,-3,3,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,2,2
121,16,15,10,12,21,-3,-5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
122,7,46,35,-7,-8,-12,-2,0,0,0,-1,-2,0,-2,0,0,1,0,0,0,0,2,4
123,7,-18,-11,-10,-13,22,14,13,0,0,0,1,0,2,0,0,-1,2,2,0,0,2,1
124,-20,-24,-15,-10,20,10,-10,10,0,-1,0,0,0,0,1,-1,1,2,1,1,0,3,0
125,5,-10,0,-35,-5,0,5,-20,0,1,0,1,0,0,-2,1,1,0,0,0,0,2,3
126,4,-11,7,-12,-11,10,12,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
127,16,9,5,13,-2,-15,-5,4,0,-2,0,-1,0,0,-1,0,1,0,0,0,0,1,0
128,-8,-5,2,-3,-4,-12,-10,-14,0,0,1,0,0,0,0,0,0,-2,-2,0,0,0,0
129,14,-3,-5,-20,-13,22,22,22,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
130,10,-5,-5,0,25,5,-15,5,0,1,0,0,0,0,0,-1,0,0,1,0,0,1,2
131,-5,10,-5,-5,10,-10,10,-15,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,1
132,-21,-8,2,-12,-4,-7,-3,-4,0,-1,0,0,0,0,1,0,0,0,0,0,0,2,0
133,-16,-12,-5,-6,-24,22,11,6,0,2,0,1,0,0,0,0,-1,0,0,0,0,3,1
134,-4,40,36,7,-3,-12,-10,-8,0,0,0,-2,0,1,0,0,0,0,0,0,0,2,1
135,-3,-34,-31,1,-18,12,6,-2,0,0,0,1,0,2,0,0,-1,0,0,0,0,6,0
136,20,25,5,10,0,5,-5,5,0,1,0,0,0,0,-1,0,0,0,0,0,0,3,0
137,-15,15,-20,-10,-30,0,-10,-15,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2
138,22,10,-16,14,1,-2,1,6,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,2
139,-27,-25,-13,-11,4,3,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,4,0
140,-8,-43,-38,1,4,3,6,0,0,-1,0,2,0,1,0,0,0,0,0,0,0,1,0
141,4,-18,-19,-14,6,4,-3,-8,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
142,-4,-30,-25,-25,-35,-15,-15,5,0,-1,0,1,-1,2,1,1,-1,-2,0,0,0,0,0
143,10,-5,-10,-10,-5,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,4,4,0,16,-3,0,-2,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2
145,27,25,13,11,-4,-3,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
146,7,11,14,4,0,-2,0,1,0,1,1,-1,0,1,0,0,0,0,0,0,0,1,2
147,-25,-10,-11,-4,2,19,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
148,6,-35,-30,-25,-10,-10,-30,10,0,0,0,1,-1,2,1,0,-1,-2,1,0,0,2,1
149,-5,5,-5,5,-25,10,0,15,0,0,0,0,1,0,0,1,1,0,0,0,0,2,4
150,19,13,6,-2,2,5,12,-10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
151,13,10,-12,1,-26,-8,-8,5,0,0,0,0,0,0,0,-2,0,0,0,0,0,5,3
152,0,0,20,15,20,-20,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,1
153,1,-1,6,22,7,-10,-10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
154,6,8,3,-5,-4,-3,-4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,11,5,0,15,40,0,40,0,0,0,-1,0,1,0,0,1,1,0,2,0,1,1
156,1,-19,-17,15,-10,11,20,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
157,7,-19,-1,-18,-35,19,17,15,0,0,0,1,-1,0,0,-2,-1,2,2,0,0,1,1
158,6,-40,-40,-25,-20,-5,-30,15,0,0,0,2,-1,1,1,0,-1,-2,1,0,0,0,0
159,-5,10,-25,-20,-10,10,10,-15,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1
160,0,10,14,0,-5,40,10,35,0,0,0,-1,1,1,0,1,1,1,-1,1,0,1,3
161,-15,-5,-15,0,-20,-20,-10,15,0,-1,0,0,0,-1,0,1,1,0,0,0,0,1,0
162,11,2,-4,3,0,-7,0,-8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
163,-7,3,11,2,-1,10,13,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
164,-11,29,22,3,-3,-10,-10,-9,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2
165,-9,-8,0,-21,4,23,28,20,0,0,0,0,0,0,-2,0,0,2,2,0,0,2,1
166,0,0,1,0,0,-15,5,-10,0,0,0,0,-1,0,0,0,-1,-2,0,0,0,2,0
167,-5,0,10,15,5,20,20,-5,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2
168,-22,-7,-4,-34,-11,3,7,-6,0,-1,0,0,0,0,1,0,-1,0,0,0,0,5,0
169,7,-3,-11,-2,1,-10,-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
170,-6,-2,-9,31,2,13,13,17,0,0,0,0,0,0,-1,0,0,2,2,0,0,2,0
171,7,16,-4,-2,22,3,5,7,0,0,0,-1,1,0,0,2,1,0,0,0,0,3,0
172,4,40,40,25,30,40,30,20,0,1,0,-2,1,-1,-1,0,1,1,-1,1,0,1,3
173,15,-10,0,0,5,-5,-15,-5,0,1,0,0,-1,0,0,0,-1,0,0,0,0,1,1
174,-10,-2,-2,3,-1,-10,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,-16,-9,-5,-13,2,15,5,-4,0,2,0,1,0,0,1,0,-1,0,0,0,0,1,0
176,8,5,-2,3,4,12,10,14,0,0,-1,0,0,0,0,0,0,2,2,0,0,0,3
177,-29,8,8,10,-4,15,12,10,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,1
178,-10,5,5,0,-25,-5,15,-5,0,-1,0,0,0,0,0,1,0,0,-1,0,0,2,1
179,-10,5,5,10,-20,-10,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
180,-42,-26,-3,-26,-26,14,7,0,0,1,0,1,0,0,0,-2,-1,0,0,0,0,1,2
181,1,-14,-14,10,-21,0,-3,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,2
182,-5,40,29,7,-5,-12,-6,-10,0,-1,-1,-2,0,0,0,0,0,0,0,0,0,1,0
183,-24,4,-2,-1,19,13,17,13,0,-1,0,0,0,0,-2,0,0,0,0,0,0,1,0
184,-7,18,11,10,13,-22,-14,-13,0,0,0,-1,0,-2,0,0,1,-2,-2,0,0,2,2
185,-10,20,15,0,-20,0,20,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,3,3
186,5,-10,25,20,10,-10,-10,15,0,0,0,0,0,0,0,-1,-1,0,0,0,0,3,2
187,42,30,3,38,29,-10,-4,8,0,-1,0,-1,0,0,-1,2,1,0,0,0,0,1,1
188,1,-11,-14,3,5,-7,-9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
189,11,-29,-22,-3,3,10,10,9,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2
190,-8,-7,-3,2,-20,9,6,8,0,-1,0,1,-1,0,0,-2,-1,0,0,0,0,1,0
191,0,5,10,0,5,0,-35,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0
192,-10,20,-25,15,-5,10,5,5,0,-1,0,-1,0,0,2,0,0,0,0,0,0,1,2
193,21,8,-2,12,4,7,3,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0
194,16,12,5,6,24,-22,-11,-6,0,-2,0,-1,0,0,0,0,1,0,0,0,0,2,0
195,-1,34,22,-13,-12,0,1,6,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0
196,-23,-5,5,-1,17,1,6,-2,0,0,0,0,0,0,-2,0,0,0,0,0,0,2,0
197,0,10,15,0,-5,25,15,25,0,0,0,-1,0,1,0,1,0,-1,-1,1,0,2,3
198,-10,5,10,10,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,20,23,-1,4,18,-7,3,2,0,-2,0,-1,0,0,0,2,0,0,0,0,0,0,3
200,-11,-10,-3,1,25,0,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,11,-29,-22,-3,3,10,10,9,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
202,8,6,13,-10,-2,-12,-3,-6,0,1,0,-1,0,-2,0,0,1,0,0,0,0,3,5
203,-10,20,15,0,-20,0,20,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,1
204,-10,5,10,10,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
205,-21,-8,2,-12,-4,-7,-3,-4,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0
206,7,-3,4,27,9,-17,-9,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
207,8,5,-2,3,4,12,10,14,0,0,-1,0,0,0,0,0,0,2,2,0,0,0,0
208,7,-18,-11,-10,-13,22,14,13,0,0,0,1,0,2,0,0,-1,2,2,0,0,1,1
209,-20,-25,-5,-10,0,-5,5,-5,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,1
210,0,10,-20,-10,-20,-10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
211,-12,-15,-10,-11,1,-12,-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
212,-28,-33,-7,-4,7,23,10,-7,0,2,0,1,0,0,0,2,-1,0,0,0,0,1,0
213,8,9,9,12,6,-3,-3,-8,0,1,0,-1,0,-2,0,-1,0,0,0,0,0,2,1
214,-3,9,26,14,-8,-16,-8,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
215,4,30,25,25,35,15,15,-5,0,1,0,-1,1,-2,-1,-1,1,2,0,0,0,1,0
216,-10,10,5,10,-15,-15,5,20,0,-1,0,0,1,0,0,0,1,0,0,0,0,1,2
217,2,-9,-8,2,-1,-2,-12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
218,-6,-8,-3,5,4,3,4,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
219,-1,19,17,-15,10,-11,-20,-7,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1
220,4,-18,-19,-14,6,4,-3,-8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
221,-10,10,15,0,-15,-10,15,-10,0,-1,0,-1,0,1,0,1,0,0,-1,0,0,1,0
222,15,-10,0,0,5,-5,-15,-5,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,2
223,23,13,-3,28,24,-19,-19,10,0,-2,0,-1,0,0,0,2,1,0,0,0,0,2,1
224,20,25,5,10,0,5,-5,5,0,1,0,0,0,0,-1,0,0,0,0,0,0,3,0
225,5,0,-10,-15,-5,-20,-20,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
226,-7,-17,11,-27,-14,13,9,-14,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0
227,-16,-9,-5,-13,2,15,5,-4,0,2,0,1,0,0,1,0,-1,0,0,0,0,1,2
228,2,13,7,10,-14,10,14,6,0,0,0,-1,0,-2,0,0,0,0,0,0,0,1,0
229,29,-8,-8,-10,4,-15,-12,-10,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
230,10,-10,-15,0,20,5,20,5,0,1,0,1,0,-1,0,-1,0,0,0,0,0,3,0
231,-5,-10,-25,-10,-25,-30,-20,15,0,-1,0,0,0,-1,0,1,1,0,0,0,0,0,1
232,-4,11,-7,12,11,-10,-12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
233,7,-6,4,34,-17,-10,-3,-5,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,1
234,1,35,28,-11,-6,-10,-6,1,0,0,-1,-1,0,-2,0,0,1,0,0,0,0,1,2
235,23,5,-5,1,-17,-1,-6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
236,-16,5,20,15,35,10,20,-10,0,0,0,-1,1,-2,0,-1,1,2,0,0,0,1,2
237,15,-5,0,0,10,-10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
238,7,2,-4,-1,6,-3,5,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
239,28,33,7,4,-7,-23,-10,7,0,-2,0,-1,0,0,0,-2,1,0,0,0,0,0,1
240,-8,-9,-9,-12,-6,3,3,8,0,-1,0,1,0,2,0,1,0,0,0,0,0,2,1
241,-21,14,21,0,-6,3,9,4,0,0,0,-1,0,-2,0,0,1,0,0,0,0,8,2
242,-4,-29,-35,-25,-15,0,-30,20,0,-1,0,1,-1,2,1,0,0,0,1,1,0,3,0
243,15,-15,20,10,30,0,10,15,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0
244,7,13,-11,15,11,-17,-12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4
245,-21,-32,-17,13,-34,-5,-8,5,0,0,0,0,0,0,2,1,-1,0,0,0,0,3,3
246,0,-3,-4,6,2,9,0,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
247,3,-9,-26,-14,8,16,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
248,0,-5,-10,0,-10,5,0,5,0,0,0,1,0,-1,0,0,0,0,0,0,0,4,0
249,-10,5,-15,-5,-40,10,-20,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
250,12,15,10,11,-1,12,10,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
251,-17,-21,-6,13,3,10,8,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,0
252,-8,-12,-13,-6,-4,12,3,6,0,-1,0,1,0,2,0,1,-1,0,0,0,0,0,0
253,20,3,1,-2,-17,-12,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,10,-20,-15,0,20,0,-20,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,4,4
255,10,-5,10,15,15,10,30,10,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,0
256,-1,1,-6,-22,-7,10,10,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
257,-5,-17,-7,25,-13,-8,-13,8,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1
258,4,-6,-7,-20,-7,12,7,16,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1
259,5,7,10,6,15,-7,-8,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
